ph_num,ph_name,ph_phone,ph_addr,ph_lat,ph_lng,ph_direction,ph_photo,ph_created_at,ph_updated_at,ph_night_yn,ph_holiday_yn
24,13층약국,070-7718-1316,"서울특별시 중구 서소문로 116, 유원빌딩 1304호 (서소문동)",37.5627316675026,126.974007434429,,,,,0,0
25,152약국,02-717-0152,"서울특별시 마포구 백범로 152, 201동 14호 (공덕동, 공덕파크자이)",37.5447477438441,126.948258201287,,,,,1,0
26,153약국,044-864-1531,"세종특별자치시 마음로 78, 세종 스마트큐브Ⅱ 2층 205호 (고운동)",36.50248393526702,127.2500950937859,,,,,0,0
27,153옵티마약국,051-727-7518,"부산광역시 기장군 정관읍 정관로 579, 108호",35.32137116664782,129.17718763402027,,,,,1,0
28,1898광장약국,02-0000-0000,"서울특별시 중구 명동길 74, 카톨릭회관 신관 B113호 (명동2가)",37.5636758699882,126.986775823267,,,,,1,1
29,1등약국,"031-8015-5105,7","경기도 화성시 동탄중앙로 381-13, 101호 (석우동, 성심제일프라자)",37.21639856362199,127.07900286876556,,,,,1,1
30,1번약국,031-466-0521,경기도 안양시 만안구 현충로48번길 57 (안양동),37.39304224065083,126.92423837218172,,,,,0,0
31,1번약국,054-726-0048,"경상북도 포항시 남구 포스코대로353번길 7, 1층 (대도동)",36.0178904971546,129.362500587799,,,,,0,0
32,1번약국,052-233-0202,"울산광역시 동구 방어진순환도로 863, 상가동 403,404호 (전하동, 스위첸 웰츠타워 1차)",35.5178023584309,129.429982200139,,,,,0,0
33,1번약국,02-872-7583,서울특별시 관악구 남부순환로 1832 1층,37.48072166454232,126.95343600937004,,,,,1,1
34,1번약국,055-367-1117,"경상남도 양산시 물금읍 화합1길 5, 1층 (물금읍)",35.32923451706047,129.00826085193975,,,,,0,0
35,1번약국,02-851-1155,서울특별시 구로구 구로동로 132 (구로동),37.49042981931157,126.88426473509466,,,,,0,1
36,1번약국,055-337-3666,경상남도 김해시 활천로 37 (삼정동),35.2310303167298,128.893395808861,,,,,0,0
37,1번약국,054-777-0223,"경상북도 경주시 동대로 116, 101호 (석장동)",35.8597389032156,129.196436180348,,,,,0,0
38,1번약국,02-936-0811,"서울특별시 노원구 동일로 1343, 동일프라자빌딩 108호 (상계동)",37.64850481619742,127.06201697597156,,,,,0,0
39,1번약국,070-5157-9690,"부산광역시 동래구 충렬대로181번길 21, 명륜빌딩 1층 (명륜동)",35.2046970349319,129.079745964839,,,,,0,0
40,1번약국,055-752-3006,"경상남도 진주시 범골로 9, 1층 103호 (충무공동)",35.1657434037745,128.12876938926,,,,,0,0
41,1번출구새싹약국,02-919-7167,"서울특별시 노원구 화랑로 337, 102호 (월계동)",37.61511930593836,127.06523141248984,,,,,0,0
42,1층가까운약국,053-242-1330,"대구광역시 동구 율하동로23길 2, 1층 (신기동)",35.8700430535213,128.701766555482,,,,,0,0
43,1층메디컬약국,02-891-1112,"서울특별시 금천구 시흥대로 214, 비즈메드빌딩 1층 102호 (시흥동)",37.45301530107875,126.90158037766922,,,,,1,0
44,1층문약국,031-302-2002,"경기도 수원시 장안구 서부로 2139, SK HUB BLUE 1층 1004호 (율전동)",37.2994565096042,126.971691058764,,,,,0,0
45,1층바로약국,032-433-2990,"인천광역시 미추홀구 경인로 372, 포레나 미추홀 201동 1017호 (주안동, 포레나 미추홀)",37.4580182017435,126.681163207516,,,,,1,1
46,1층약국,051-930-0617,"부산광역시 해운대구 해운대로 794, 엘리움 107호 (좌동)",35.1687929787,129.1757404751,,,,,0,0
47,1층약국,02-3665-3009,"서울특별시 강서구 강서로 391, 1층 108호 (마곡동)",37.5605448342463,126.838427628497,,,,,1,0
48,1층약국,031-000-0000,"경기도 안성시 남파로 75, 1층 8호 (당왕동)",37.0167484009812,127.25837817936,,,,,0,0
49,1층엔약국,02-518-3014,"서울특별시 강남구 강남대로 624, ICT TOWER 1층 일부호 (신사동)",37.51746551535673,127.01945594730732,,,,,1,0
50,1층천호약국,02-478-1178,"서울특별시 강동구 천호대로 1006, 브라운스톤천호 105호 (성내동)",37.538062334891386,127.12366973237368,,,,,0,0
51,1층푸른약국,02-434-2122,"서울특별시 중랑구 망우로 407, 국민은행 1층 102호 (망우동)",37.599500970943815,127.0974515472051,,,,,1,1
52,1층호약국,02-933-9487,"서울특별시 노원구 한글비석로 383, 1층 일부호 (중계동, 삼창타워프라자)",37.65897948781038,127.0725484075468,,,,,0,0
53,21C세계로약국,02-2607-0624,"서울특별시 강서구 화곡로 173 , 1층",37.54196839757879,126.84079097933292,,,,,1,0
54,21세기건강약국,052-258-6028,울산광역시 남구 삼산중로 125  (삼산동),35.54478907064591,129.3354548188568,,,,,0,0
55,21세기건강약국,062-261-5627,"광주광역시 북구 면앙로32번길 1, (문흥동)",35.17943888888889,126.91579166666666,,,,,1,0
56,21세기건강약국,063-251-0671,전북특별자치도 전주시 덕진구 송천중앙로 39 (덕진동2가),35.85065,127.11945277777778,,,,,0,0
57,21세기건강약국,062-955-7336,광주광역시 광산구 임방울대로 166 (운남동),35.17614285549697,126.8179973713469,,,,,0,0
58,21세기고려약국,02-929-9696,서울특별시 성북구 고려대로 80 (안암동5가),37.5861158573684,127.028160701229,,,,,0,0
59,21세기길약국,032-465-0129,"인천광역시 남동구 독점로29번길 30, 103,105호 (구월동)",37.45252222222222,126.70919444444444,,,,,1,0
60,21세기동규약국,031-374-2943,경기도 오산시 대원로 1 (오산동),37.1466046332,127.0686488763,,,,,1,1
61,21세기맑은약국,050-71345-2201,"인천광역시 부평구 길주로 623, 지하2층 (삼산동)",37.507484172829415,126.73176027783694,,,,,1,1
62,21세기메디칼약국,02-2252-6626,서울특별시 성동구 무수막길 97 (금호동2가),37.55436593056281,127.01984749091731,,,,,1,0
63,21세기메디칼약국,02-487-9366,서울특별시 강동구 천호대로 1199 (길동),37.53511296671292,127.14427094730056,,,,,0,0
64,21세기박약국,063-547-2386,"전북특별자치도 김제시 서낭당길 3, (요촌동)",35.80122222222222,126.88484722222222,,,,,1,1
65,21세기분당종로약국,031-622-1100,"경기도 성남시 분당구 야탑로81번길 10, 303-1호 (야탑동, 아미고타워)",37.41059594681099,127.12820195358836,,,,,0,0
66,21세기상계약국,02-937-2288,서울특별시 노원구 동일로 1548 (상계동),37.66663031861707,127.05757488211216,,,,,1,1
67,21세기세계로약국,031-743-0624,경기도 성남시 중원구 산성대로372번길 14,37.44476538673568,127.15859472178548,,,,,1,1
68,21세기약국,031-269-5640,"경기도 수원시 장안구 만석로19번길 25-10, 롯데마트 1층 (천천동)",37.295875772920674,126.9825335323051,,,,,1,1
69,21세기약국,054-452-2121,"경상북도 구미시 신시로 78, 1층 (송정동)",36.11669819308311,128.33932170137365,,,,,1,1
70,21세기약국,02-2201-9469,"서울특별시 광진구 용마산로 49, (중곡동)",37.55800890949335,127.08761331665494,,,,,1,0
71,21세기약국,033-255-0990,강원특별자치도 춘천시 보안길 64-1 (후평동),37.88023256243952,127.7506472831573,,,,,0,0
72,21세기약국,02-888-2272,"서울특별시 관악구 신림로 357, 1층 (신림동)",37.487390520438304,126.92905950374876,,,,,0,0
73,21세기약국,02-2678-2854,서울특별시 영등포구 여의대방로 177  (신길동),37.50294140367034,126.92117627558208,,,,,1,0
74,21세기약국,061-743-0307,전라남도 순천시 팔마로 22,34.94642079257317,127.49071895280083,,,,,0,0
75,21세기약국,062-652-8825,"광주광역시 서구 금화로 240, 월드컵경기장 2층 (풍암동)",35.1333039245,126.8768574443,,,,,1,1
76,21세기약국,051-557-7002,"부산광역시 동래구 중앙대로 1393, 1층 (온천동)",35.2117079891013,129.077479742123,,,,,1,1
77,21세기약국,053-588-3377,대구광역시 달서구 성지로 78 (용산동),35.85621669323774,128.521340297085,,,,,0,1
78,21세기약국,032-467-7582,"인천광역시 남동구 만수로 47, 102호 (만수동)",37.460544247,126.7335474398,,,,,1,0
79,21세기약국,031-242-3991,"경기도 수원시 팔달구 정조로 775, 102호 (팔달로3가)",37.2771891829,127.0161104972,,,,,1,0
80,21세기약국,032-554-4577,인천광역시 계양구 경명대로 1055,37.54373717014519,126.72427015305844,,,,,1,0
81,21세기약국,054-632-7677,경상북도 영주시 구성로 333 (영주동),36.82192904909673,128.62435117465816,,,,,0,0
82,21세기연세약국,031-707-7990,"경기도 성남시 분당구 서현로321번길 10, 1층 (서현동)",37.37997748602523,127.13604194019256,,,,,0,0
83,21세기우리네약국,051-646-8260,부산광역시 남구 수영로 43,35.13666745449896,129.07267868331286,,,,,0,0
84,21세기정약국,031-234-3847,"경기도 수원시 권선구 정조로 523, 1층 (세류동)",37.2549339624815,127.011610413018,,,,,1,0
85,21세기종합약국,063-274-4949,전북특별자치도 전주시 덕진구 기린대로 400-8,35.83801444882716,127.13285261246858,,,,,0,0
86,21세기청학보건당약국,031-821-1653,경기도 남양주시 별내면 청학로중앙길 9 (청화빌딩 1층),37.70868571426853,127.11840590921338,,,,,1,1
87,228약국,053-422-2228,"대구광역시 중구 동성로2길 95, 동성로 엔터테인먼트몰 1층 (동성로2가)",35.870189921818,128.596901118103,,,,,1,0
88,24시새벽약국,062-954-4500,"광주광역시 광산구 장덕로95번길 16, 207동 107호 (장덕동, 수완2차숲안애)",35.19603981000547,126.82027444037035,,,,,0,1
89,24시약국,055-642-4006,"경상남도 통영시 안개로 9, 102호 (무전동)",34.8576038333,128.4294032738,,,,,1,1
90,25시약국,051-642-1253,부산광역시 동구 조방로 45,35.1404976138,129.0602743665,,,,,0,0
91,2동탄약국,031-375-1119,"경기도 화성시 동탄순환대로 685, 111호 (영천동)",37.20597375717093,127.11093260836851,,,,,1,0
92,2층다온약국,02-915-0022,"서울특별시 성북구 길음로 11, 근린생활시설동2층 226호 (길음동, 길음역롯데캐슬트윈골드아파트)",37.603785604914,127.023437392228,,,,,0,0
93,2층루마약국,070-4779-0088,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 47,48호 (둔촌동)",,,,,,,1,0
94,2층리본약국,031-381-6366,"경기도 안양시 동안구 평촌대로217번길 45, 평촌코아주차빌딩 211호 (호계동)",37.3899740797681,126.953529121118,,,,,1,0
95,2층바른약국,02-2233-6267,"서울특별시 중구 다산로11길 3, 약수JK빌딩 2층 (신당동)",37.55440770524547,127.01017414361388,,,,,1,0
96,2층소망약국,02-2608-8096,"서울특별시 양천구 월정로 50, 209호 (신월동, 청솔아파트)",37.52426776361264,126.84210692705405,,,,,0,0
97,2층스마일약국,031-604-2609,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",37.3613376767451,127.105543131014,,,,,0,0
98,2층스타약국,02-357-8889,"서울특별시 은평구 통일로 1034, 2층 210호 (진관동, 은평 스카이뷰 자이)",37.6347957112726,126.9184399491196,,,,,0,0
99,2층써밋약국,02-797-8920,"서울특별시 용산구 한강대로 69, 상가동 2층 222-2호 (한강로2가, 용산푸르지오써밋)",37.5273752864859,126.9652461772458,,,,,0,0
100,2층약국,031-427-1350,"경기도 안양시 동안구 경수대로 428, 214호 (호계동, 덕유파크)",37.3622634561028,126.962526814593,,,,,0,0
101,2층약국,02-2057-2003,"서울특별시 강남구 개포로 303, 상가동 2층 207호 (개포동, 현대1차아파트)",37.4828080255625,127.05575453697789,,,,,0,0
102,2층약국,031-831-1171,"경기도 용인시 기흥구 흥덕2로87번길 18, 이씨티 C동 207호 (영덕동)",37.27125694672194,127.12813874917595,,,,,0,0
103,2층약국,032-6469-8318,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 251호 (송도동)",37.40449268071607,126.62823918398274,,,,,1,1
104,2층엔약국,031-565-8875,"경기도 남양주시 다산중앙로123번길 22-30, 다산 헤리움 그랑비스타 2차 214호 (다산동)",37.625494450757,127.152104609791,,,,,0,0
105,2층엔약국,02-2617-6311,"서울특별시 구로구 개봉로24길 46, 209호 (개봉동, 신영지웰 에스테이트 개봉역)",37.4955704479805,126.857645011702,,,,,0,0
106,2층엔약국,050-71329-4212,"부산광역시 수영구 수영로 389, 상가동 213호 (남천동, 더샵 남천프레스티지)",35.1423137657431,129.105669413733,,,,,1,0
107,2층우리약국,031-855-8454,"경기도 의정부시 호동로 67, 화성프라자 2층 207호 (호원동)",37.7279302611,127.0433005304,,,,,0,0
108,2층은약국,02-6484-8248,"서울특별시 동작구 현충로 75, 원불교100년기념관 (흑석동)",37.50967467475618,126.96390279018924,,,,,1,0
109,2층은약국,02-535-5524,"서울특별시 서초구 서초중앙로 230, 2층 208호 (반포동, 동화반포프라자상가)",37.50219448230216,127.01197654138782,,,,,0,0
110,2층정약국,02-780-0304,"서울특별시 영등포구 여의대방로 383, 경도빌딩 2층 215,216호 (여의도동)",37.5193436883433,126.931504190261,,,,,0,0
111,2층종로약국,031-482-3300,"경기도 안산시 단원구 광덕동로 101, 두일빌딩 204호 (고잔동)",37.3136011108716,126.832667820336,,,,,0,0
112,2층종로약국,02-525-5603,"서울특별시 은평구 통일로 856, 메트로타워 2층 2101~2103호 (불광동)",37.61958232594231,126.92142142570586,,,,,1,0
113,2층초록약국,02-2634-2346,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 지상 2층 (영등포동3가)",37.51753138636801,126.90639080489107,,,,,1,0
114,2층푸른약국,031-969-3545,"경기도 고양시 덕양구 권율대로 512, 원흥퍼스트푸르지오시티 209호 (도내동)",37.6362669470587,126.870344396967,,,,,0,0
115,2층하늘약국,055-294-7277,"경상남도 창원시 의창구 북면 동곡로 9, 2층 202호",35.3172244387,128.5852851528,,,,,0,0
116,2층하늘약국,02-303-4290,"서울특별시 마포구 월드컵북로 230, 201호 (중동, 현대상가)",37.5701416409399,126.903831982249,,,,,0,0
117,2호선아산나나약국,02-417-3222,"서울특별시 송파구 오금로 20, 잠실나루역 1층 002호 (신천동)",37.52103470719123,127.10359652793407,,,,,0,0
118,365 상록수약국,031-795-0056,경기도 하남시 신평로 57 (신장동),37.53889941560082,127.20490703177376,,,,,0,0
119,365 새누리약국,02-2648-1858,"서울특별시 양천구 등촌로 32, 목동태영프라자 102호 (목동)",37.5328342744826,126.864029366128,,,,,1,1
120,365 열린큰약국,031-000-0000,"경기도 용인시 수지구 성복2로 38, 성복역 롯데캐슬 골드타운 지상2층 약국코너호 (성복동)",37.3127975899328,127.081666875865,,,,,0,0
121,365 열시약국,050-71338-9934,"광주광역시 북구 군왕로 297, 365 열시약국 (각화동)",35.1870944171853,126.935854234185,,,,,1,1
122,365 우리약국,061-333-8228,전라남도 나주시 전력로 2 이화플라자 1층,35.02157245816932,126.78538371873424,,,,,1,1
123,365 코끼리약국,02-2667-9852,"서울특별시 강서구 강서로56길 17, 지하1층 (등촌동)",37.559933531546,126.840498784915,,,,,1,1
124,365간석매일약국,032-421-0365,"인천광역시 미추홀구 주안로 219, 브라이튼빌딩 1층 (주안동)",37.46387545109901,126.694314910429,,,,,1,1
125,365강남역약국,02-554-5628,"서울특별시 강남구 강남대로 지하396, 강남역 103-104호 (역삼동)",37.4981646510326,127.028307900881,,,,,1,1
126,365건강약국,032-555-1801,인천광역시 계양구 장제로 867 (임학동),37.54474048491267,126.73806401705176,,,,,0,1
127,365건강온누리약국,064-755-3157,"제주특별자치도 제주시 서광로 301, 1층 (이도일동)",33.50071307759323,126.52820314080192,,,,,1,0
128,365검단우리약국,032-710-6057,"인천광역시 서구 발산로5번길 12, 인천검단 엔젤리움1차 윈팰리스 107호 (원당동)",37.5933362596023,126.711071206944,,,,,1,0
129,365경북대야간약국,070-4647-0033,"대구광역시 북구 대학로 79, 1층 (산격동)",35.8925113764702,128.608949843255,,,,,0,0
130,365고운약국,02-582-4815,"서울특별시 서초구 서초중앙로22길 25, 118호 (서초동, 서초리시온)",,,,,,,1,0
131,365광주제일큰약국,062-373-1727,"광주광역시 서구 상무대로 879, 두왕빌딩 1층 (쌍촌동)",,,,,,,1,1
132,365구름약국,031-309-8117,"경기도 수원시 장안구 경수대로 979, 2층 (송죽동)",37.3045310476513,127.003782171067,,,,,1,1
133,365구생약국,02-353-1144,"서울특별시 은평구 통일로 739, 1층 (대조동)",37.61126861746648,126.92877211511484,,,,,1,1
134,365그랜드약국,02-896-1223,"서울특별시 금천구 시흥대로62길 29, 1층 (시흥동)",37.4558716024234,126.90168965796845,,,,,1,1
135,365그랜드온누리약국,032-710-3657,"인천광역시 부평구 마장로 314, 성수빌딩 101호 (산곡동)",37.5060324730627,126.703643583072,,,,,0,1
136,365그린약국,031-717-2267,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 2층 231호 (금곡동)",37.3507623373463,127.10830898782,,,,,1,1
137,365그린약국,02-2602-8006,"서울특별시 강서구 강서로 43, B104호 (화곡동, 도양라비앙타워)",37.531538016697546,126.8466086015636,,,,,1,0
138,365김해약국,051-501-8891,부산광역시 동래구 사직북로19번길 6 (사직동),35.197652777777776,129.06003055555556,,,,,1,1
139,365남문약국,031-251-5558,경기도 수원시 팔달구 정조로 789(팔달로2가),37.278567811557,127.016492926199,,,,,0,0
140,365녹십자약국,031-652-3307,경기도 평택시 중앙로 2 (통복동),36.99532595182089,127.08370283274093,,,,,1,1
141,365논현약국,032-421-9957,"인천광역시 남동구 청능대로 575, 1층 일부(124,125)호 (논현동)",37.4011109006904,126.722683861291,,,,,1,1
142,365논현역약국,02-3443-0365,"서울특별시 강남구 학동로 지하102, 논현역 지하층 208호 (논현동)",37.511209905317216,127.02169666040876,,,,,0,1
143,365달빛약국,031-385-3856,"경기도 안양시 동안구 경수대로 876, 1층 일부(4,5)호 (비산동)",37.3965495949408,126.939115023375,,,,,0,0
144,365대기없는약국,070-4833-4222,광주광역시 동구 백서로 157(서석동),35.1432734896692,126.92226494721,,,,,0,1
145,365대형약국,033-000-0000,"강원특별자치도 춘천시 동내면 영서로 1794, 1층",37.8368980488094,127.759828549762,,,,,1,1
146,365돌고래약국,031-546-0640,"경기도 수원시 영통구 광교호수공원로 20, 제판매시설동 제지2층 제B2-20B호 (원천동, 더샵 광교레이크시티)",37.2710166171311,127.060226893407,,,,,1,1
147,365동서약국,031-552-4289,"경기도 구리시 체육관로 162 (수택동, 온누리약국)",37.59902628609719,127.1364171281123,,,,,1,1
148,365드림약국,031-8092-2365,"경기도 의정부시 천보로 44, 8층 804호 (민락동)",37.7443145327,127.0963187267,,,,,1,1
149,365드림약국,031-594-3652,"경기도 남양주시 늘을1로16번길 25, 1층 3, 4호 (호평동, 성보빌딩)",37.65407447510151,127.24289265985396,,,,,1,0
150,365라피에스타약국,032-255-7000,"인천광역시 남동구 논고개로 61, 라피에스타 (논현동)",37.39753878912677,126.72751856349596,,,,,1,1
151,365마리나약국,032-858-1133,"인천광역시 연수구 랜드마크로 110, 근린생활시설1동 115호 (송도동, 송도 오션파크 베르디움)",37.4161290716156,126.615024566322,,,,,0,1
152,365마음약국,031-957-3653,"경기도 파주시 숲속노을로 128, 서래메디컬프라자 111, 112호 (동패동)",37.7123510731959,126.715134592775,,,,,0,0
153,365마트약국,02-2633-4865,"서울특별시 영등포구 영중로 125, 롯데마트 1층 (영등포동8가)",37.52785775806497,126.9046809280494,,,,,1,1
154,365매일약국,053-000-0000,대구광역시 수성구 청수로 131 (황금동),35.8403726684181,128.622680031852,,,,,0,0
155,365매일약국,064-702-3172,제주특별자치도 제주시 일주동로 227 (화북일동),33.51941915384433,126.56976660848169,,,,,0,1
156,365매일약국,055-383-5613,"경상남도 양산시 물금읍 백호로 92, A동 1층 107호",35.3163164449443,129.003786143943,,,,,1,1
157,365매일약국,02-6012-0811,"서울특별시 동대문구 천호대로 301, 답십리역 지웰에스테이트 1층 103호 (답십리동)",37.56617628582541,127.05409330229776,,,,,1,1
158,365매일약국,032-566-6005,"인천광역시 서구 이음3로 145, 104호 (당하동)",37.5888350856487,126.708063727904,,,,,1,1
159,365명지약국,051-271-0365,"부산광역시 강서구 명지국제2로28번길 3, 108호 (명지동)",35.0940760302545,128.907656745426,,,,,1,1
160,365문화전당약국,062-446-8818,"광주광역시 동구 서석로 46, 1층 (광산동)",35.1466028218133,126.918519123719,,,,,1,1
161,365물금약국,070-8211-0773,"경상남도 양산시 물금읍 범구로 27, 102호",35.3272112958323,129.014517780203,,,,,1,1
162,365미르약국,032-521-1030,"인천광역시 부평구 산청로 96, 103호 (청천동)",37.5175009278227,126.702306454265,,,,,1,1
163,365미소약국,02-387-1123,"서울특별시 은평구 진관3로 11, 1층 (진관동, 은평뉴타운 힐데스하임)",37.6395393834161,126.9184206011041,,,,,1,1
164,365미장약국,063-451-9969,전북특별자치도 군산시 수송로 286 (미장동),35.9638094644613,126.72700884093,,,,,1,1
165,365바른약국,042-710-4915,"대전광역시 중구 산서로 28, 103호 (사정동)",36.2956524199272,127.384048981027,,,,,0,0
166,365바이엘약국,02-2690-2998,"서울특별시 강서구 화곡로 110, 1층 101호 (화곡동)",37.5396782364638,126.834177174613,,,,,1,1
167,365박달온누리약국,031-465-3512,"경기도 안양시 만안구 양화로 112, 101호 (박달동)",37.40276376378201,126.91062117733443,,,,,1,1
168,365밝은약국,02-2612-4100,"경기도 광명시 광명로 914-1, 1층 (광명동)",37.480325,126.85506388888888,,,,,1,1
169,365밝은약국,02-435-0365,"서울특별시 중랑구 면목로39길 8, 한성빌딩 (면목동)",37.57968718386702,127.08717172114429,,,,,0,0
170,365백세약국,043-838-3575,충청북도 증평군 증평읍 중동길 12,36.783957576682496,127.58289123853132,,,,,1,1
171,365백화점온누리약국,02-388-8811,"서울특별시 은평구 연서로 257, 1층 (불광동)",37.62020073360312,126.9232925849926,,,,,1,1
172,365베스트약국,031-943-0422,"경기도 파주시 청석로 122, 112, 113, 114호 (동패동)",37.7134585565412,126.720978716351,,,,,0,0
173,365변동매일약국,042-223-4654,"대전광역시 서구 도산로 183, 1층 (변동)",36.3247802944715,127.37854142576,,,,,1,0
174,365별빛약국,063-272-2728,전북특별자치도 전주시 완산구 백제대로 398 1층 103호  (서신동),35.8286893700174,127.123264479809,,,,,1,1
175,365별약국,031-212-1705,"경기도 수원시 영통구 광교중앙로 170, 광교 효성해링턴 타워 3층 311호 (하동)",37.28812414380889,127.06070277716802,,,,,1,1
176,365보건약국,0315041611,"경기도 시흥시 정왕천로411번길 48, 102호 (정왕동)",37.3470299812654,126.747715805039,,,,,0,0
177,365보배약국,061-722-1172,"전라남도 순천시 봉화2길 99, 2층 (조례동)",34.961714418732114,127.51792836626548,,,,,1,1
178,365봄날약국,031-8042-3034,"경기도 시흥시 은행고길 28, 1층 101,102호 (은행동)",37.4407635089351,126.799328433372,,,,,1,1
179,365봉담약국,031-296-0365,"경기도 화성시 효행구 봉담읍 상리2길 51, 101-105호",37.2245561538362,126.947144105744,,,,,1,1
180,365부평프라자약국,032-504-5767,"인천광역시 부평구 부평문화로 57, 1층 (부평동)",37.494160355532,126.7225432721,,,,,1,0
181,365비타민약국,02-400-0526,"서울특별시 송파구 위례광장로 120, 상가동 1층 117호 (장지동, 위례중앙푸르지오1단지)",37.47513126642242,127.1420584532922,,,,,1,1
182,365사계절약국,032-341-7723,"경기도 부천시 원미구 부일로 730, JW TOWER 1층 일부호 (역곡동)",37.485408298812,126.810795556457,,,,,0,0
183,365사랑약국,043-534-0365,"충청북도 진천군 덕산읍 자안로 9, 삼영프라자 113호",36.9041587707688,127.534592115202,,,,,1,1
184,365샘약국,02-2054-6949,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 131호 (등촌동)",37.56443069336384,126.8479588494526,,,,,1,1
185,365서초메트로약국,050-713-3435,"서울특별시 서초구 서초대로 지하233, 서초역 지하1층 106호 (서초동)",37.49171841171571,127.00726803279233,,,,,1,1
186,365선유약국,031-000-0000,"경기도 파주시 문산읍 사임당로 26, 102호",37.8594717145015,126.797336696732,,,,,0,0
187,365세심당약국,031-672-0365,"경기도 안성시 인지2길 6, 1층 (인지동)",37.0052846987782,127.267452044799,,,,,0,0
188,365소룡백제약국,063-464-7577,전북특별자치도 군산시 공단대로 601 (소룡동),35.971755799671826,126.68153788733204,,,,,1,1
189,365송파고은약국,02-417-0503,서울 송파구 오금로 95 국제빌딩 103호  (방이동),37.513739691913806,127.10767538100926,,,,,1,1
190,365수정메디약국,031-758-3650,"경기도 성남시 수정구 수정로 128, 1층 일부호 (수진동)",37.441433881196,127.134586244789,,,,,0,0
191,365스마일약국,031-381-8864,"경기도 안양시 동안구 평촌대로217번길 27, 백두프라자 1층 108호 (호계동)",37.3903294088302,126.954133500425,,,,,0,0
